date,season,neutral,playoff,team1,team2,elo1,elo2,elo_prob1,score1,score2,result1
12/29/2013,2013,0,0,NE,BUF,1681.75,1438.67,0.8549,34,20,1
12/29/2013,2013,0,0,MIN,DET,1454.09,1461.69,0.5819,14,13,1
12/29/2013,2013,0,0,MIA,NYJ,1513.35,1404.14,0.7316,7,20,0
12/29/2013,2013,0,0,ATL,CAR,1439.96,1634.12,0.3222,20,21,0
12/29/2013,2013,0,0,CHI,GB,1511.56,1481.91,0.6329,28,33,0
12/29/2013,2013,0,0,CIN,BAL,1612.14,1560.75,0.6615,34,17,1
12/29/2013,2013,0,0,IND,JAX,1561.59,1295.99,0.8702,30,10,1
12/29/2013,2013,0,0,ARI,SF,1586.16,1689.49,0.4451,20,23,0
12/29/2013,2013,0,0,DAL,PHI,1511.45,1538.64,0.5542,22,24,0
12/29/2013,2013,0,0,LAC,KC,1546.28,1516.7,0.6328,27,24,1
12/29/2013,2013,0,0,SEA,LAR,1691.49,1527.91,0.7885,27,9,1
12/29/2013,2013,0,0,OAK,DEN,1311.55,1679.1,0.1491,14,34,0
12/29/2013,2013,0,0,PIT,CLE,1545.1,1341.04,0.8247,20,7,1
12/29/2013,2013,0,0,TEN,HOU,1437.67,1334.76,0.7244,16,10,1
12/29/2013,2013,0,0,NYG,WSH,1476.94,1359.69,0.7406,20,6,1
12/29/2013,2013,0,0,NO,TB,1598.01,1412.96,0.8084,42,17,1
01/04/2014,2013,0,1,IND,KC,1568.46,1506.94,0.6744,45,44,1
01/04/2014,2013,0,1,PHI,NO,1551.03,1609.22,0.5098,24,26,0
01/05/2014,2013,0,1,GB,SF,1505.61,1701.62,0.3199,20,23,0
01/05/2014,2013,0,1,CIN,LAC,1630.73,1556.04,0.6909,10,27,0
01/11/2014,2013,0,1,NE,IND,1688.65,1572.73,0.7391,43,22,1
01/11/2014,2013,0,1,SEA,NO,1702.77,1620.45,0.7002,23,15,1
01/12/2014,2013,0,1,CAR,SF,1638.34,1709.99,0.4904,10,23,0
01/12/2014,2013,0,1,DEN,LAC,1687.08,1598.68,0.7075,24,17,1
01/19/2014,2013,0,1,DEN,NE,1698.46,1703.55,0.5854,26,16,1
01/19/2014,2013,0,1,SEA,SF,1715.12,1735.8,0.5634,23,17,1
02/02/2014,2013,1,1,DEN,SEA,1717.81,1731.78,0.4799,8,43,0
09/04/2014,2014,0,0,SEA,GB,1678.97,1499.83,0.803,36,16,1
09/07/2014,2014,0,0,PHI,JAX,1528.2,1361.08,0.7919,34,17,1
09/07/2014,2014,0,0,PIT,CLE,1537.23,1390.2,0.7722,30,27,1
09/07/2014,2014,0,0,BAL,CIN,1529.78,1560.39,0.5493,16,23,0
09/07/2014,2014,0,0,TB,CAR,1436.16,1576.69,0.393,14,20,0
09/07/2014,2014,0,0,DEN,IND,1624.09,1540.22,0.702,31,24,1
09/07/2014,2014,0,0,LAR,MIN,1512.75,1474.82,0.6439,6,34,0
09/07/2014,2014,0,0,ATL,NO,1458.83,1573.74,0.4287,37,34,1
09/07/2014,2014,0,0,CHI,BUF,1493.57,1456.18,0.6432,20,23,0
09/07/2014,2014,0,0,DAL,SF,1501.04,1647.76,0.3845,17,28,0
09/07/2014,2014,0,0,HOU,WSH,1384.86,1399.48,0.572,17,6,1
09/07/2014,2014,0,0,KC,TEN,1503.45,1466.76,0.6423,10,26,0
09/07/2014,2014,0,0,MIA,NE,1482.61,1624.46,0.3912,33,20,1
09/07/2014,2014,0,0,NYJ,OAK,1465.72,1370.71,0.7153,19,14,1
09/08/2014,2014,0,0,ARI,LAC,1551.02,1559.87,0.5801,18,17,1
09/08/2014,2014,0,0,DET,NYG,1472.36,1494.94,0.5607,35,14,1
09/11/2014,2014,0,0,BAL,PIT,1506.57,1542.99,0.541,26,6,1
09/14/2014,2014,0,0,BUF,MIA,1474.89,1515.91,0.5345,29,10,1
09/14/2014,2014,0,0,CAR,DET,1591.47,1499,0.7123,24,7,1
09/14/2014,2014,0,0,CIN,ATL,1583.6,1475.03,0.7309,24,10,1
09/14/2014,2014,0,0,WSH,JAX,1378.69,1350.2,0.6314,41,10,1
09/14/2014,2014,0,0,CLE,NO,1384.44,1557.53,0.3493,26,24,1
09/14/2014,2014,0,0,DEN,KC,1635.7,1465.29,0.795,24,17,1
09/14/2014,2014,0,0,GB,NYJ,1489.03,1475.23,0.6115,31,24,1
09/14/2014,2014,0,0,MIN,NE,1520.32,1591.16,0.4916,7,30,0
09/14/2014,2014,0,0,SF,CHI,1666.19,1474.87,0.8139,20,28,0
09/14/2014,2014,0,0,NYG,ARI,1468.3,1556.7,0.4664,14,25,0
09/14/2014,2014,0,0,LAC,SEA,1554.2,1689.77,0.3998,30,21,1
09/14/2014,2014,0,0,TEN,DAL,1504.92,1482.62,0.6231,10,26,0
09/14/2014,2014,0,0,TB,LAR,1421.38,1467.26,0.5275,17,19,0
09/14/2014,2014,0,0,OAK,HOU,1361.2,1405.66,0.5295,14,30,0
09/15/2014,2014,0,0,IND,PHI,1528.61,1539.08,0.5778,27,30,0
09/18/2014,2014,0,0,ATL,TB,1461.52,1409.68,0.6621,56,14,1
09/21/2014,2014,0,0,MIA,KC,1488.31,1457.59,0.6344,15,34,0
09/21/2014,2014,0,0,CAR,PIT,1607,1515.4,0.7112,19,37,0
09/21/2014,2014,0,0,CIN,TEN,1597.11,1468.15,0.7533,33,7,1
09/21/2014,2014,0,0,CLE,BAL,1399.47,1534.16,0.401,21,23,0
09/21/2014,2014,0,0,ARI,SF,1579.63,1625.71,0.5272,23,14,1
09/21/2014,2014,0,0,DET,GB,1483.48,1504.63,0.5628,19,7,1
09/21/2014,2014,0,0,LAR,DAL,1478.95,1519.38,0.5353,31,34,0
09/21/2014,2014,0,0,JAX,IND,1325.69,1512.18,0.332,17,44,0
09/21/2014,2014,0,0,NO,MIN,1542.49,1489.16,0.664,20,9,1
09/21/2014,2014,0,0,NE,OAK,1622.33,1330.91,0.8861,16,9,1
09/21/2014,2014,0,0,NYG,HOU,1445.37,1435.95,0.6055,30,17,1
09/21/2014,2014,0,0,PHI,WSH,1555.51,1403.19,0.7775,37,34,1
09/21/2014,2014,0,0,SEA,DEN,1661.21,1643.4,0.617,26,20,1
09/21/2014,2014,0,0,BUF,LAC,1502.48,1582.75,0.478,10,22,0
09/22/2014,2014,0,0,NYJ,CHI,1459.63,1515.35,0.5134,19,27,0
09/25/2014,2014,0,0,WSH,NYG,1397.58,1465.51,0.4958,14,45,0
09/28/2014,2014,0,0,IND,TEN,1533.15,1453.21,0.6973,41,17,1
09/28/2014,2014,0,0,SF,PHI,1604.12,1561.12,0.6506,26,21,1
09/28/2014,2014,0,0,NYJ,DET,1436.98,1505.47,0.495,17,24,0
09/28/2014,2014,0,0,DAL,NO,1534.39,1558.34,0.5588,38,17,1
09/28/2014,2014,0,0,MIN,ATL,1473.31,1485.66,0.5752,41,28,1
09/28/2014,2014,0,0,BAL,CAR,1542.7,1561.9,0.5655,38,10,1
09/28/2014,2014,0,0,CHI,GB,1538.01,1482.64,0.6666,17,38,0
09/28/2014,2014,1,0,MIA,OAK,1448.58,1326.84,0.6684,38,14,1
09/28/2014,2014,0,0,LAC,JAX,1607.11,1304.72,0.8923,33,14,1
09/28/2014,2014,0,0,HOU,BUF,1415.81,1478.13,0.5039,23,17,1
09/28/2014,2014,0,0,PIT,TB,1560.5,1385.55,0.7992,24,27,0
09/29/2014,2014,0,0,KC,NE,1497.32,1626.4,0.4088,41,14,1
10/02/2014,2014,0,0,GB,MIN,1526.24,1495.21,0.6348,42,10,1
10/05/2014,2014,0,0,SF,KC,1616.05,1537.9,0.6951,22,17,1
10/05/2014,2014,0,0,LAC,NYJ,1612.63,1416.43,0.8181,31,0,1
10/05/2014,2014,0,0,JAX,PIT,1299.2,1535.63,0.2715,9,17,0
10/05/2014,2014,0,0,PHI,LAR,1549.19,1463.94,0.7037,34,28,1
10/05/2014,2014,0,0,TEN,CLE,1434.93,1390.93,0.6519,28,29,0
10/05/2014,2014,0,0,NYG,ATL,1499.83,1463.76,0.6415,30,20,1
10/05/2014,2014,0,0,NE,CIN,1585.82,1612.05,0.5556,43,17,1
10/05/2014,2014,0,0,NO,TB,1531.56,1410.42,0.7449,37,31,1
10/05/2014,2014,0,0,DET,BUF,1526.02,1458.84,0.6816,14,17,0
10/05/2014,2014,0,0,DEN,ARI,1629.03,1601.22,0.6305,41,20,1
10/05/2014,2014,0,0,DAL,HOU,1561.16,1435.09,0.7502,20,17,1
10/05/2014,2014,0,0,IND,BAL,1551.43,1571.36,0.5645,20,13,1
10/05/2014,2014,0,0,CAR,CHI,1533.24,1494.41,0.6451,31,24,1
10/06/2014,2014,0,0,WSH,SEA,1363.26,1675.58,0.1941,17,27,0
10/09/2014,2014,0,0,HOU,IND,1428.72,1569.18,0.3931,28,33,0
10/12/2014,2014,0,0,ARI,WSH,1579.3,1354.89,0.841,30,20,1
10/12/2014,2014,0,0,MIA,GB,1468.81,1550.71,0.4757,24,27,0
10/12/2014,2014,0,0,MIN,DET,1470.74,1505.92,0.5428,3,17,0
10/12/2014,2014,0,0,OAK,LAC,1306.61,1623.9,0.1896,28,31,0
10/12/2014,2014,0,0,NYJ,DEN,1405.16,1650.95,0.261,17,31,0
10/12/2014,2014,0,0,TEN,JAX,1425.42,1288.13,0.7621,16,14,1
10/12/2014,2014,0,0,PHI,NYG,1559.98,1516.27,0.6515,27,0,1
10/12/2014,2014,0,0,TB,BAL,1401.26,1553.61,0.3769,17,48,0
10/12/2014,2014,0,0,BUF,NE,1478.94,1614.61,0.3997,22,37,0
10/12/2014,2014,0,0,CLE,PIT,1400.44,1546.7,0.3851,31,10,1
10/12/2014,2014,0,0,ATL,CHI,1447.32,1480.32,0.5459,13,27,0
10/12/2014,2014,0,0,SEA,DAL,1683.94,1567.54,0.7397,23,30,0
10/12/2014,2014,0,0,CIN,CAR,1583.26,1547.33,0.6413,37,37,0.5
10/13/2014,2014,0,0,LAR,SF,1453.14,1626.31,0.3492,17,31,0
10/16/2014,2014,0,0,NE,NYJ,1636.08,1392.09,0.8555,27,25,1
10/19/2014,2014,0,0,OAK,ARI,1301.89,1586.04,0.2207,13,24,0
10/19/2014,2014,0,0,DAL,NYG,1601.06,1494.14,0.729,31,21,1
10/19/2014,2014,0,0,DEN,SF,1664.02,1644.34,0.6195,42,17,1
10/19/2014,2014,0,0,GB,CAR,1563.8,1551.64,0.6092,38,17,1
10/19/2014,2014,0,0,JAX,CLE,1283.34,1439.91,0.3712,24,6,1
10/19/2014,2014,0,0,LAC,KC,1628.62,1527.65,0.7222,20,23,0
10/19/2014,2014,0,0,WSH,TEN,1348.16,1430.2,0.4755,19,17,1
10/19/2014,2014,0,0,DET,NO,1535.72,1540.72,0.5855,24,23,1
10/19/2014,2014,0,0,IND,CIN,1582.8,1578.95,0.5978,27,0,1
10/19/2014,2014,0,0,BUF,MIN,1457.47,1440.93,0.6152,17,16,1
10/19/2014,2014,0,0,LAR,SEA,1435.12,1650.42,0.2963,28,26,1
10/19/2014,2014,0,0,BAL,ATL,1578.74,1417.32,0.7864,29,7,1
10/19/2014,2014,0,0,CHI,MIA,1510.32,1455.72,0.6656,14,27,0
10/20/2014,2014,0,0,PIT,HOU,1507.23,1415.1,0.7119,30,23,1
10/23/2014,2014,0,0,DEN,LAC,1687.89,1606.96,0.6985,35,21,1
10/26/2014,2014,0,0,KC,LAR,1549.3,1451.71,0.7183,34,7,1
10/26/2014,2014,0,0,NE,CHI,1638.87,1473.17,0.7905,51,23,1
10/26/2014,2014,0,0,NO,GB,1535.12,1587.13,0.5187,44,23,1
10/26/2014,2014,0,0,JAX,MIA,1321.98,1492.87,0.3522,13,27,0
10/26/2014,2014,0,0,NYJ,BUF,1389.31,1462.61,0.4881,23,43,0
10/26/2014,2014,0,0,ARI,PHI,1596.01,1582.11,0.6116,24,20,1
10/26/2014,2014,0,0,CLE,OAK,1401.27,1291.91,0.7318,23,13,1
10/26/2014,2014,0,0,CIN,BAL,1552.96,1590.88,0.5389,27,24,1
10/26/2014,2014,0,0,CAR,SEA,1528.3,1633.82,0.442,9,13,0
10/26/2014,2014,1,0,DET,ATL,1541.32,1405.18,0.6865,22,21,1
10/26/2014,2014,0,0,TEN,HOU,1418.59,1403.92,0.6127,16,30,0
10/26/2014,2014,0,0,TB,MIN,1376.14,1435.79,0.5077,13,19,0
10/26/2014,2014,0,0,PIT,IND,1518.41,1608.79,0.4635,51,34,1
10/27/2014,2014,0,0,DAL,WSH,1613.12,1359.77,0.8621,17,20,0
10/30/2014,2014,0,0,CAR,NO,1514.34,1564.7,0.521,10,28,0
11/02/2014,2014,0,0,NE,DEN,1651.64,1703.21,0.5193,43,21,1
11/02/2014,2014,0,0,SEA,OAK,1647.79,1280,0.9235,30,24,1
11/02/2014,2014,0,0,PIT,BAL,1549.79,1578.26,0.5524,43,23,1
11/02/2014,2014,0,0,MIN,WSH,1455.6,1387.72,0.6824,29,26,1
11/02/2014,2014,0,0,KC,NYJ,1566.79,1359.7,0.8272,24,10,1
11/02/2014,2014,0,0,HOU,PHI,1438.35,1570.05,0.4052,21,31,0
11/02/2014,2014,0,0,DAL,ARI,1585.17,1608.08,0.5603,17,28,0
11/02/2014,2014,0,0,CLE,TB,1413.19,1356.33,0.6685,22,17,1
11/02/2014,2014,0,0,CIN,JAX,1565.59,1303.78,0.8678,33,23,1
11/02/2014,2014,0,0,MIA,LAC,1511.07,1591.65,0.4776,37,0,1
11/02/2014,2014,0,0,SF,LAR,1620.46,1434.23,0.8094,10,13,0
11/03/2014,2014,0,0,NYG,IND,1482.09,1577.42,0.4565,24,40,0
11/06/2014,2014,0,0,CIN,CLE,1571.11,1424.45,0.7718,3,24,0
11/09/2014,2014,0,0,ARI,LAR,1636.47,1459.57,0.801,31,14,1
11/09/2014,2014,0,0,BAL,TEN,1551.44,1384.16,0.792,21,7,1
11/09/2014,2014,0,0,OAK,DEN,1277.51,1673.25,0.1297,17,41,0
11/09/2014,2014,0,0,TB,ATL,1345.08,1401.08,0.5129,17,27,0
11/09/2014,2014,0,0,NYJ,PIT,1351.38,1576.6,0.2845,20,13,1
11/09/2014,2014,0,0,NO,SF,1595.59,1595.13,0.5931,24,27,0
11/09/2014,2014,0,0,DET,MIA,1545.41,1549.34,0.587,20,16,1
11/09/2014,2014,1,0,DAL,JAX,1556.78,1298.26,0.8158,31,17,1
11/09/2014,2014,0,0,BUF,KC,1492.22,1575.11,0.4743,13,17,0
11/09/2014,2014,0,0,GB,CHI,1557.55,1460.4,0.7178,55,14,1
11/09/2014,2014,0,0,SEA,NYG,1650.28,1456.57,0.816,38,17,1
11/10/2014,2014,0,0,PHI,CAR,1588.9,1483.45,0.7274,45,21,1
11/13/2014,2014,0,0,MIA,BUF,1536.41,1477.08,0.6717,22,9,1
11/16/2014,2014,0,0,NO,CIN,1578.64,1518.32,0.6729,10,27,0
11/16/2014,2014,0,0,LAC,OAK,1553.37,1270.25,0.8812,13,6,1
11/16/2014,2014,0,0,ARI,DET,1646.83,1558.34,0.7076,14,6,1
11/16/2014,2014,0,0,CAR,ATL,1467.16,1425.78,0.6485,17,19,0
11/16/2014,2014,0,0,CHI,MIN,1440.75,1463.9,0.5599,21,13,1
11/16/2014,2014,0,0,CLE,HOU,1477.24,1419.49,0.6697,7,23,0
11/16/2014,2014,0,0,IND,NE,1602.93,1681.6,0.4803,20,42,0
11/16/2014,2014,0,0,GB,PHI,1577.2,1605.19,0.5531,53,20,1
11/16/2014,2014,0,0,KC,SEA,1590.26,1660.46,0.4925,24,20,1
11/16/2014,2014,0,0,NYG,SF,1446.39,1612.08,0.359,10,16,0
11/16/2014,2014,0,0,WSH,TB,1379.41,1320.38,0.6713,7,27,0
11/16/2014,2014,0,0,LAR,DEN,1449.2,1680.5,0.2774,22,7,1
11/17/2014,2014,0,0,TEN,PIT,1373.97,1544.5,0.3526,24,27,0
11/20/2014,2014,0,0,OAK,KC,1265.99,1606.63,0.1698,24,20,1
11/23/2014,2014,0,0,IND,JAX,1572.99,1289.33,0.8815,23,3,1
11/23/2014,2014,0,0,ATL,CLE,1440.76,1437.05,0.5976,24,26,0
11/23/2014,2014,0,0,SEA,ARI,1644.08,1658.85,0.5718,19,3,1
11/23/2014,2014,0,0,PHI,TEN,1574.19,1364.64,0.8293,43,24,1
11/23/2014,2014,0,0,NYG,DAL,1433.03,1565.71,0.4038,28,31,0
11/23/2014,2014,0,0,DEN,MIA,1637.16,1552.81,0.7026,39,36,1
11/23/2014,2014,0,0,MIN,GB,1444.92,1608.2,0.3622,21,24,0
11/23/2014,2014,0,0,SF,WSH,1625.44,1336.09,0.8849,17,13,1
11/23/2014,2014,0,0,LAC,LAR,1557.64,1492.55,0.6789,27,24,1
11/23/2014,2014,0,0,HOU,CIN,1459.68,1559.57,0.45,13,22,0
11/23/2014,2014,0,0,NE,DET,1711.53,1546.33,0.79,34,9,1
11/23/2014,2014,0,0,CHI,TB,1459.73,1363.69,0.7165,21,13,1
11/24/2014,2014,0,0,BUF,NYJ,1460.67,1383.47,0.6939,38,3,1
11/24/2014,2014,0,0,NO,BAL,1537.39,1561.63,0.5584,27,34,0
11/27/2014,2014,0,0,DET,CHI,1533.95,1471.34,0.6758,34,17,1
11/27/2014,2014,0,0,SF,SEA,1628.63,1667.8,0.5371,3,19,0
11/27/2014,2014,0,0,DAL,PHI,1576.57,1583.29,0.5831,10,33,0
11/30/2014,2014,0,0,MIN,CAR,1435.31,1452.18,0.5688,31,13,1
11/30/2014,2014,0,0,LAR,OAK,1484.14,1296.54,0.8106,52,0,1
11/30/2014,2014,0,0,BAL,LAC,1585.29,1566.04,0.6189,33,34,0
11/30/2014,2014,0,0,TB,CIN,1352.08,1579.97,0.2814,13,14,0
11/30/2014,2014,0,0,PIT,NO,1553.83,1513.73,0.6468,32,35,0
11/30/2014,2014,0,0,KC,DEN,1576.08,1644.88,0.4945,16,29,0
11/30/2014,2014,0,0,JAX,NYG,1283.11,1422.17,0.395,25,24,1
11/30/2014,2014,0,0,HOU,TEN,1439.28,1355.55,0.7019,45,21,1
11/30/2014,2014,0,0,GB,NE,1617.82,1723.92,0.4411,26,21,1
11/30/2014,2014,0,0,IND,WSH,1579.22,1332.9,0.8572,49,27,1
11/30/2014,2014,0,0,BUF,CLE,1481.28,1450.6,0.6343,26,10,1
11/30/2014,2014,0,0,ATL,ARI,1427.2,1635.12,0.3052,29,18,1
12/01/2014,2014,0,0,NYJ,MIA,1362.87,1545.09,0.3374,13,16,0
12/04/2014,2014,0,0,CHI,DAL,1453.62,1538.5,0.4714,28,41,0
12/07/2014,2014,0,0,CLE,IND,1430.75,1587.07,0.3715,24,25,0
12/07/2014,2014,0,0,ARI,KC,1598.19,1550.02,0.6573,17,14,1
12/07/2014,2014,0,0,DEN,BUF,1670.94,1501.14,0.7944,24,17,1
12/07/2014,2014,0,0,OAK,SF,1283.05,1597.83,0.1919,24,13,1
12/07/2014,2014,0,0,PHI,SEA,1621.36,1698.6,0.4824,14,24,0
12/07/2014,2014,0,0,TEN,NYG,1337.57,1413.49,0.4843,7,36,0
12/07/2014,2014,0,0,NO,CAR,1532.57,1427.34,0.7271,10,41,0
12/07/2014,2014,0,0,LAC,NE,1574.96,1703.51,0.4096,14,23,0
12/07/2014,2014,0,0,WSH,LAR,1325.06,1497.63,0.35,0,24,0
12/07/2014,2014,0,0,MIA,BAL,1553.97,1576.37,0.561,13,28,0
12/07/2014,2014,0,0,JAX,HOU,1291.79,1457.26,0.3593,13,27,0
12/07/2014,2014,0,0,MIN,NYJ,1460.16,1353.99,0.7282,30,24,1
12/07/2014,2014,0,0,CIN,PIT,1583.6,1535,0.6579,21,42,0
12/07/2014,2014,0,0,DET,TB,1551.66,1348.45,0.824,34,17,1
12/08/2014,2014,0,0,GB,ATL,1638.22,1464.13,0.7984,43,37,1
12/11/2014,2014,0,0,LAR,ARI,1519.11,1607.23,0.4668,6,12,0
12/14/2014,2014,0,0,KC,OAK,1540.99,1328.35,0.8318,31,13,1
12/14/2014,2014,0,0,LAC,DEN,1556.63,1678.66,0.4187,10,22,0
12/14/2014,2014,0,0,NYG,WSH,1446.27,1303.58,0.7677,24,13,1
12/14/2014,2014,0,0,PHI,DAL,1598.35,1563.16,0.6403,27,38,0
12/14/2014,2014,0,0,TEN,NYJ,1304.79,1344.17,0.5368,11,16,0
12/14/2014,2014,0,0,BAL,JAX,1608.1,1273.17,0.9091,20,12,1
12/14/2014,2014,0,0,DET,MIN,1560.73,1469.97,0.7102,16,14,1
12/14/2014,2014,0,0,SEA,SF,1721.61,1552.53,0.7937,17,7,1
12/14/2014,2014,0,0,ATL,PIT,1457.05,1577.89,0.4203,20,27,0
12/14/2014,2014,0,0,BUF,GB,1493.41,1645.3,0.3775,21,13,1
12/14/2014,2014,0,0,CAR,TB,1481.96,1339.38,0.7676,19,17,1
12/14/2014,2014,0,0,CLE,CIN,1425.8,1540.71,0.4287,0,30,0
12/14/2014,2014,0,0,IND,HOU,1592.01,1475.87,0.7394,17,10,1
12/14/2014,2014,0,0,NE,MIA,1721.84,1522.25,0.821,41,13,1
12/15/2014,2014,0,0,CHI,NO,1428.96,1477.94,0.523,15,31,0
12/18/2014,2014,0,0,JAX,TEN,1269.79,1285.32,0.5707,21,13,1
12/20/2014,2014,0,0,SF,LAC,1543.59,1535.7,0.6034,35,38,0
12/20/2014,2014,0,0,WSH,PHI,1293.03,1565.01,0.233,27,24,1
12/21/2014,2014,0,0,CHI,DET,1399.11,1566.67,0.3565,14,20,0
12/21/2014,2014,0,0,CAR,CLE,1486.63,1397.01,0.7089,17,13,1
12/21/2014,2014,0,0,TB,GB,1334.72,1616.82,0.2227,3,20,0
12/21/2014,2014,0,0,LAR,NYG,1501.13,1456.82,0.6523,27,37,0
12/21/2014,2014,0,0,PIT,KC,1594.93,1549.78,0.6534,20,12,1
12/21/2014,2014,0,0,NYJ,NE,1363.63,1732.6,0.1481,16,17,0
12/21/2014,2014,0,0,OAK,BUF,1319.56,1521.89,0.3121,26,24,1
12/21/2014,2014,0,0,HOU,BAL,1465.85,1611.48,0.386,25,13,1
12/21/2014,2014,0,0,MIA,MIN,1511.49,1464.03,0.6564,37,35,1
12/21/2014,2014,0,0,DAL,IND,1596.5,1602.03,0.5848,42,7,1
12/21/2014,2014,0,0,ARI,SEA,1625.21,1730.55,0.4422,6,35,0
12/21/2014,2014,0,0,NO,ATL,1507.8,1440.01,0.6823,14,30,0
12/22/2014,2014,0,0,CIN,DEN,1569.5,1699.6,0.4074,37,28,1
12/28/2014,2014,0,0,WSH,DAL,1316.51,1625.48,0.1971,17,44,0
12/28/2014,2014,0,0,SEA,LAR,1760.09,1468.21,0.8864,20,6,1
12/28/2014,2014,0,0,TEN,IND,1266.87,1573.05,0.1997,10,27,0
12/28/2014,2014,0,0,TB,NO,1323,1466.65,0.3887,20,23,0
12/28/2014,2014,0,0,SF,ARI,1526.28,1595.67,0.4937,20,17,1
12/28/2014,2014,0,0,BAL,CLE,1578.78,1388.26,0.8132,20,10,1
12/28/2014,2014,0,0,PIT,CIN,1609.44,1597.62,0.6088,27,17,1
12/28/2014,2014,0,0,NYG,PHI,1489.74,1541.54,0.519,26,34,0
12/28/2014,2014,0,0,NE,BUF,1734.4,1505.77,0.8443,9,17,0
12/28/2014,2014,0,0,MIN,CHI,1456.85,1385.85,0.6863,13,9,1
12/28/2014,2014,0,0,MIA,NYJ,1518.67,1361.83,0.7819,24,37,0
12/28/2014,2014,0,0,HOU,JAX,1498.55,1288.24,0.8299,23,17,1
12/28/2014,2014,0,0,GB,DET,1628.54,1579.93,0.6579,30,20,1
12/28/2014,2014,0,0,KC,LAC,1535.28,1553,0.5676,19,7,1
12/28/2014,2014,0,0,DEN,OAK,1671.47,1335.68,0.9095,47,14,1
12/28/2014,2014,0,0,ATL,CAR,1481.15,1495.38,0.5725,3,34,0
01/03/2015,2014,0,1,CAR,ARI,1536,1581.6,0.5279,27,16,1
01/03/2015,2014,0,1,PIT,BAL,1627.57,1586.81,0.6477,17,30,0
01/04/2015,2014,0,1,DAL,DET,1637.3,1564.33,0.6887,24,20,1
01/04/2015,2014,0,1,IND,CIN,1583.45,1579.49,0.598,26,10,1
01/10/2015,2014,0,1,SEA,CAR,1765.38,1559.26,0.8265,31,17,1
01/10/2015,2014,0,1,NE,BAL,1691.59,1622.72,0.6837,35,31,1
01/11/2015,2014,0,1,GB,DAL,1644.14,1646.73,0.5889,26,21,1
01/11/2015,2014,0,1,DEN,IND,1676.87,1605.54,0.6867,13,24,0
01/18/2015,2014,0,1,NE,IND,1701.19,1641.92,0.6716,45,7,1
01/18/2015,2014,0,1,SEA,GB,1773.75,1658.47,0.7384,28,22,1
02/01/2015,2014,1,1,NE,SEA,1723.97,1783.16,0.4156,28,24,1
09/10/2015,2015,0,0,NE,PIT,1663.86,1562.77,0.7223,28,21,1
09/13/2015,2015,0,0,NYJ,CLE,1440.15,1421.82,0.6177,31,10,1
09/13/2015,2015,0,0,LAR,SEA,1476.95,1677.55,0.3142,34,31,1
09/13/2015,2015,0,0,JAX,CAR,1356.57,1535.6,0.3416,9,20,0
09/13/2015,2015,0,0,CHI,GB,1419.23,1601.04,0.338,23,31,0
09/13/2015,2015,0,0,WSH,MIA,1371.45,1483.51,0.4327,10,17,0
09/13/2015,2015,0,0,HOU,KC,1504.62,1539.66,0.543,20,27,0
09/13/2015,2015,0,0,BUF,IND,1534.06,1581.1,0.5258,27,14,1
09/13/2015,2015,0,0,LAC,DET,1522.52,1538.27,0.5704,33,28,1
09/13/2015,2015,0,0,ARI,NO,1540.56,1486.37,0.6651,31,19,1
09/13/2015,2015,0,0,OAK,CIN,1388.52,1539.94,0.3781,13,33,0
09/13/2015,2015,0,0,TB,TEN,1376.73,1339.31,0.6433,14,42,0
09/13/2015,2015,0,0,DEN,BAL,1595.33,1577.08,0.6176,19,13,1
09/13/2015,2015,0,0,DAL,NYG,1589.94,1479.53,0.733,27,26,1
09/14/2015,2015,0,0,ATL,PHI,1462.02,1544.66,0.4746,26,24,1
09/14/2015,2015,0,0,SF,MIN,1528.57,1479.24,0.6588,20,3,1
09/17/2015,2015,0,0,KC,DEN,1562.56,1609.67,0.5257,24,31,0
09/20/2015,2015,0,0,NYG,ATL,1476.1,1473.66,0.5959,20,24,0
09/20/2015,2015,0,0,CAR,HOU,1551.73,1481.73,0.6851,24,17,1
09/20/2015,2015,0,0,BUF,NE,1558.88,1674.6,0.4275,32,40,0
09/20/2015,2015,0,0,PIT,SF,1552.03,1547.31,0.599,43,18,1
09/20/2015,2015,0,0,MIN,DET,1460.49,1523.21,0.5033,26,16,1
09/20/2015,2015,0,0,CHI,ARI,1405.12,1556.86,0.3777,23,48,0
09/20/2015,2015,0,0,NO,TB,1470.07,1331.29,0.7637,19,26,0
09/20/2015,2015,0,0,WSH,LAR,1353.84,1497.21,0.3891,24,10,1
09/20/2015,2015,0,0,CIN,LAC,1562.09,1537.58,0.626,24,19,1
09/20/2015,2015,0,0,CLE,TEN,1399.05,1384.75,0.6122,28,14,1
09/20/2015,2015,0,0,OAK,BAL,1366.36,1562.74,0.3195,37,33,1
09/20/2015,2015,0,0,JAX,MIA,1340.43,1501.13,0.3657,23,20,1
09/20/2015,2015,0,0,PHI,DAL,1533.02,1593.36,0.5067,10,20,0
09/20/2015,2015,0,0,GB,SEA,1615.14,1657.29,0.5328,27,17,1
09/21/2015,2015,0,0,IND,NYJ,1556.27,1462.93,0.7133,7,20,0
09/24/2015,2015,0,0,NYG,WSH,1456.31,1388.15,0.6828,32,21,1
09/27/2015,2015,0,0,MIN,LAC,1484.29,1524.7,0.5353,31,14,1
09/27/2015,2015,0,0,TEN,IND,1364.48,1515.7,0.3784,33,35,0
