date,season,neutral,playoff,team1,team2,elo1,elo2,elo_prob1,score1,score2,result1
09/26/1920,1920,0,0,RII,STP,1503.95,1300,0.8247,48,0,1
10/03/1920,1920,0,0,AKR,WHE,1503.42,1300,0.8242,43,0,1
10/03/1920,1920,0,0,RCH,ABU,1503.42,1300,0.8242,10,0,1
10/03/1920,1920,0,0,DAY,COL,1493,1504.91,0.5758,14,0,1
10/03/1920,1920,0,0,RII,MUN,1516.11,1478,0.6442,45,0,1
10/03/1920,1920,0,0,CHI,MUT,1368.33,1300,0.683,20,0,1
10/03/1920,1920,0,0,CBD,PTQ,1504.69,1300,0.8253,48,0,1
10/03/1920,1920,0,0,BFF,WBU,1478,1300,0.802,32,6,1
10/10/1920,1920,0,0,CBD,TLM,1516.8,1300,0.8351,42,0,1
10/10/1920,1920,0,0,BFF,ABU,1489.76,1292.49,0.819,51,0,1
10/10/1920,1920,0,0,DHR,CLP,1499.67,1300,0.8211,40,14,1
10/10/1920,1920,0,0,AKR,COL,1515.28,1482.48,0.6371,37,0,1
10/10/1920,1920,0,0,CHT,ARI,1300,1493,0.3237,0,0,0.5
10/10/1920,1920,0,0,DAY,CTI,1515.43,1464.51,0.6609,0,0,0.5
10/10/1920,1920,0,0,RCH,FTP,1510.93,1300,0.8304,66,0,1
10/10/1920,1920,0,0,RII,HAM,1542.14,1444.26,0.7186,26,0,1
10/10/1920,1920,0,0,CHI,KEW,1386.53,1300,0.7052,25,7,1
10/17/1920,1920,0,0,ARI,MUT,1487.63,1281.8,0.8262,33,3,1
10/17/1920,1920,0,0,RII,CHI,1559.41,1402.77,0.7817,0,7,0
10/17/1920,1920,0,0,RCH,UTI,1523.61,1300,0.8404,0,0,0.5
10/17/1920,1920,0,0,CBD,CTI,1527.8,1469.41,0.6705,7,0,1
10/17/1920,1920,0,0,AKR,CNC,1540.55,1300,0.8531,13,0,1
10/17/1920,1920,0,0,FTW,COL,1300,1457.2,0.3703,14,0,1
10/17/1920,1920,0,0,CHT,DHR,1305.38,1510.2,0.309,12,0,1
10/17/1920,1920,0,0,DAY,HAM,1510.53,1426.99,0.7016,44,0,1
10/17/1920,1920,0,0,BFF,MCK,1502.54,1300,0.8235,28,7,1
10/24/1920,1920,0,0,DHR,COL,1472.34,1421.61,0.6607,6,0,1
10/24/1920,1920,0,0,RCH,SYR,1513.23,1300,0.8322,21,7,1
10/24/1920,1920,0,0,BFF,TLM,1512.27,1289,0.8402,38,0,1
10/24/1920,1920,0,0,AKR,CTI,1547.36,1456.44,0.7105,7,0,1
10/24/1920,1920,0,0,DAY,CBD,1531.81,1540.78,0.5799,20,20,0.5
10/24/1920,1920,0,0,CHT,CHI,1343.23,1438.93,0.4559,0,10,0
10/24/1920,1920,0,0,RII,ARI,1523.25,1498.25,0.6267,7,0,1
10/31/1920,1920,0,0,DAY,CNC,1529.37,1293.19,0.8499,23,7,1
10/31/1920,1920,0,0,BFF,RCH,1522.62,1521.29,0.5943,17,6,1
10/31/1920,1920,0,0,LOG,HAM,1300,1405.71,0.4417,9,14,0
10/31/1920,1920,0,0,ARI,DHR,1483.34,1484.89,0.5903,21,0,1
10/31/1920,1920,0,0,RCK,CHI,1300,1460.49,0.3659,0,29,0
10/31/1920,1920,0,0,CTI,COL,1445.19,1409.06,0.6416,7,0,1
10/31/1920,1920,0,0,CBD,AKR,1543.22,1558.61,0.5709,0,10,0
10/31/1920,1920,0,0,RII,CHT,1538.17,1321.67,0.8349,20,7,1
11/07/1920,1920,0,0,CTI,CBD,1459.44,1515.2,0.5133,0,18,0
11/07/1920,1920,0,0,RCH,UTI,1501.72,1310.38,0.8139,27,7,1
11/07/1920,1920,0,0,RII,CHI,1545.89,1484.35,0.6745,0,0,0.5
11/07/1920,1920,0,0,CHT,ARI,1313.94,1507.96,0.3224,3,6,0
11/07/1920,1920,0,0,BFF,ATN,1542.19,1300,0.8543,35,0,1
11/07/1920,1920,0,0,PUL,HAM,1300,1421.25,0.4197,13,14,0
11/07/1920,1920,0,0,ZAN,COL,1300,1394.81,0.4572,0,10,0
11/11/1920,1920,0,0,CHL,CHI,1300,1489.67,0.3279,0,20,0
11/11/1920,1920,0,0,THO,RII,1300,1540.57,0.2668,7,7,0.5
11/14/1920,1920,0,0,MNM,CHI,1300,1508.57,0.3044,0,3,0
11/14/1920,1920,0,0,CBD,CHT,1545.56,1305.49,0.8527,21,0,1
11/14/1920,1920,0,0,ARI,CNC,1516.4,1285.71,0.8458,20,0,1
11/14/1920,1920,0,0,CTI,AKR,1429.09,1586.62,0.3699,7,7,0.5
11/14/1920,1920,0,0,RII,DAY,1533.46,1536.85,0.5877,0,21,0
11/14/1920,1920,0,0,FTW,DHR,1335.6,1460.27,0.415,0,0,0.5
11/14/1920,1920,0,0,GAR,HAM,1300,1426.92,0.4118,7,6,1
11/14/1920,1920,0,0,BFF,COL,1551.36,1416.44,0.7597,43,7,1
11/14/1920,1920,0,0,RCH,ATN,1511.87,1290.83,0.8384,0,6,0
11/21/1920,1920,0,0,ZAN,COL,1278.37,1400.53,0.4185,0,0,0.5
11/21/1920,1920,0,0,CHI,HAM,1516.49,1418.53,0.7187,28,7,1
11/21/1920,1920,0,0,CTI,TLM,1433.06,1278.65,0.7795,14,0,1
11/21/1920,1920,0,0,BFF,CBD,1567.27,1553.56,0.6114,0,3,0
11/21/1920,1920,0,0,ARI,LAN,1524.68,1300,0.8412,14,0,1
11/21/1920,1920,0,0,RCH,ROS,1474.36,1300,0.7987,16,0,1
11/21/1920,1920,0,0,AKR,DAY,1582.65,1574.23,0.6041,13,0,1
11/25/1920,1920,0,0,ELY,COL,1300,1398.04,0.4526,0,0,0.5
11/25/1920,1920,0,0,DAY,DHR,1554.01,1457.68,0.7168,28,0,1
11/25/1920,1920,0,0,CHB,HAM,1300,1402.34,0.4465,27,0,1
11/25/1920,1920,0,0,RCH,ATN,1484.65,1328.34,0.7814,3,14,0
11/25/1920,1920,0,0,AKR,CBD,1602.87,1571.14,0.6357,7,0,1
11/25/1920,1920,0,0,CHT,CHI,1297.5,1532.68,0.273,0,6,0
11/28/1920,1920,0,0,ROS,RCH,1289.71,1441.47,0.3777,6,7,0
11/28/1920,1920,0,0,RII,WJA,1496.08,1300,0.818,48,7,1
11/28/1920,1920,0,0,DHR,LAN,1439.91,1292.4,0.7726,0,0,0.5
11/28/1920,1920,0,0,BFF,CTI,1549.69,1443.91,0.7277,7,0,1
11/28/1920,1920,0,0,ARI,CHI,1532.27,1542.54,0.5781,7,6,1
11/28/1920,1920,0,0,DAY,AKR,1571.78,1617.38,0.5279,0,14,0
11/28/1920,1920,0,0,CHT,THO,1287.64,1307.11,0.5651,27,0,1
12/04/1920,1920,0,0,BFF,CBD,1560.2,1556.62,0.5974,7,3,1
12/05/1920,1920,0,0,BFF,AKR,1572.76,1646.23,0.4878,0,0,0.5
12/05/1920,1920,0,0,DHR,DTM,1431.59,1300,0.7561,7,7,0.5
12/05/1920,1920,0,0,COL,CWP,1396.6,1300,0.7171,24,0,1
12/05/1920,1920,0,0,ROS,RCH,1284.67,1446.51,0.3641,0,0,0.5
12/05/1920,1920,0,0,ARI,CHI,1537.98,1536.83,0.5941,0,10,0
12/05/1920,1920,0,0,WGC,CBD,1300,1544.06,0.2629,0,0,0.5
12/11/1920,1920,0,0,UAP,CBD,1300,1536.83,0.2711,13,7,1
12/12/1920,1920,0,0,CHI,AKR,1566.21,1645.86,0.4789,0,0,0.5
12/18/1920,1920,0,0,RIC,CBD,1300,1506.06,0.3075,0,39,0
12/19/1920,1920,0,0,CST,ARI,1300,1508.61,0.3043,14,14,0.5
09/25/1921,1921,0,0,AKR,COL,1598.48,1444.04,0.7796,14,0,1
10/02/1921,1921,0,0,AKR,CCL,1609.33,1502.63,0.7288,41,0,1
10/02/1921,1921,0,0,ECG,LOU,1300,1413.89,0.4301,21,0,1
10/02/1921,1921,0,0,ARI,MNN,1503.43,1504.69,0.5907,20,0,1
10/02/1921,1921,0,0,BFF,HAM,1550.42,1411.54,0.7638,17,0,1
10/02/1921,1921,0,0,RII,DTI,1507.16,1300,0.8273,0,0,0.5
10/02/1921,1921,0,0,DAY,COL,1530.29,1433.19,0.7177,42,13,1
10/09/1921,1921,0,0,ECG,MUN,1336.03,1469.65,0.4025,14,0,1
10/09/1921,1921,0,0,CBD,HAM,1519.92,1399.05,0.7446,7,7,0.5
10/09/1921,1921,0,0,DTI,DAY,1309.98,1548.17,0.2695,10,7,1
10/09/1921,1921,0,0,BFF,COL,1562.92,1415.3,0.7728,38,0,1
10/09/1921,1921,0,0,ARI,AKR,1527.65,1628.14,0.4491,0,23,0
10/10/1921,1921,0,0,CHI,RII,1546.23,1497.18,0.6585,14,10,1
10/16/1921,1921,0,0,CHI,RCH,1556.68,1463.24,0.7134,16,13,1
10/16/1921,1921,0,0,ECG,HAM,1369.43,1406.51,0.5401,0,3,0
10/16/1921,1921,0,0,CTI,COL,1457.27,1400.12,0.6689,35,9,1
10/16/1921,1921,0,0,MUN,CCL,1436.25,1483.82,0.5251,0,14,0
10/16/1921,1921,0,0,DAY,CBD,1526.19,1512.46,0.6114,14,14,0.5
10/16/1921,1921,0,0,DTI,AKR,1331.97,1656.23,0.1836,0,20,0
10/16/1921,1921,0,0,ARI,RII,1499.56,1486.73,0.6102,7,14,0
10/16/1921,1921,0,0,BFF,NG1,1578.1,1300,0.8782,55,0,1
10/23/1921,1921,0,0,DTI,RII,1321.97,1513.03,0.3261,0,14,0
10/23/1921,1921,0,0,BFF,RCH,1586.59,1455.83,0.7553,28,0,1
10/23/1921,1921,0,0,CBD,AKR,1515.85,1666.23,0.3795,0,3,0
10/23/1921,1921,0,0,CTI,CCL,1477.95,1512.49,0.5437,28,0,1
10/23/1921,1921,0,0,ARI,COL,1473.25,1379.44,0.7139,17,6,1
10/23/1921,1921,0,0,CHI,DAY,1564.1,1522.79,0.6484,7,0,1
10/23/1921,1921,0,0,GB,MNN,1413.89,1480.47,0.4977,7,6,1
10/30/1921,1921,0,0,GB,RII,1420.86,1529.74,0.4372,3,13,0
10/30/1921,1921,0,0,AKR,RCH,1676.36,1440.7,0.8495,19,0,1
10/30/1921,1921,0,0,BFF,DTI,1601.73,1305.26,0.889,21,0,1
10/30/1921,1921,0,0,DAY,CTI,1508.84,1508.26,0.5933,3,2,1
10/30/1921,1921,0,0,MNN,COL,1473.5,1366.18,0.7295,28,0,1
11/06/1921,1921,0,0,CHI,DTI,1578.05,1299.37,0.8785,20,9,1
11/06/1921,1921,0,0,CBD,DAY,1505.72,1514.32,0.5805,14,0,1
11/06/1921,1921,0,0,BFF,CTI,1607.62,1502.78,0.7266,10,6,1
11/06/1921,1921,0,0,RCH,TON,1432.76,1478,0.5284,45,0,1
11/06/1921,1921,0,0,COL,AKR,1349.28,1684.29,0.1745,0,21,0
11/06/1921,1921,0,0,RII,MNN,1550.3,1490.4,0.6724,14,3,1
11/06/1921,1921,0,0,ARI,HAM,1486.51,1421.68,0.6786,7,0,1
11/06/1921,1921,0,0,GB,ECG,1400.3,1354.27,0.6546,43,6,1
11/13/1921,1921,0,0,GB,HAM,1424.22,1409.05,0.6134,14,7,1
11/13/1921,1921,0,0,BFF,AKR,1615.79,1693.9,0.4811,0,0,0.5
11/13/1921,1921,0,0,CTI,CBD,1494.61,1527.88,0.5455,0,7,0
11/13/1921,1921,0,0,CHI,RII,1583.27,1565.7,0.6166,3,0,1
11/13/1921,1921,0,0,DAY,DTI,1492.16,1294.15,0.8197,27,0,1
11/20/1921,1921,0,0,ARI,GB,1499.13,1439.74,0.6717,3,3,0.5
11/20/1921,1921,0,0,CHI,CTI,1593.51,1471.59,0.7457,22,7,1
11/20/1921,1921,0,0,BFF,CBD,1616.36,1550.9,0.6794,7,7,0.5
11/20/1921,1921,0,0,DAY,AKR,1502.9,1693.32,0.327,3,0,1
11/20/1921,1921,0,0,RCH,COL,1468.55,1339.68,0.7533,27,13,1
11/24/1921,1921,0,0,AKR,CBD,1673.53,1556.37,0.7405,0,14,0
11/24/1921,1921,0,0,CHI,BFF,1606.51,1610.89,0.5864,6,7,0
11/27/1921,1921,0,0,ECG,CCL,1330.34,1482.18,0.3776,48,0,1
11/27/1921,1921,0,0,SEN,CBD,1300,1600.1,0.2053,0,15,0
11/27/1921,1921,0,0,CHI,GB,1598.15,1444.98,0.7783,20,0,1
11/27/1921,1921,0,0,BFF,DAY,1619.25,1522.69,0.7171,7,0,1
12/03/1921,1921,0,0,BFF,AKR,1630.21,1629.81,0.593,14,0,1
12/03/1921,1921,0,0,NG1,CTI,1291.51,1458.6,0.3572,0,17,0
12/04/1921,1921,0,0,LOU,COL,1377.86,1327.39,0.6603,0,6,0
12/04/1921,1921,0,0,CHI,BFF,1610.43,1651.62,0.5342,10,7,1
12/04/1921,1921,0,0,ARI,AKR,1493.9,1608.4,0.4292,0,7,0
12/11/1921,1921,0,0,SEN,CTI,1289.71,1478.33,0.3292,7,0,1
12/11/1921,1921,0,0,CHI,CBD,1623.21,1610.38,0.6102,10,0,1
12/18/1921,1921,0,0,CHI,ARI,1641.26,1476.44,0.7897,0,0,0.5
12/18/1921,1921,0,0,SEN,CBD,1319.27,1592.33,0.2319,14,28,0
10/01/1922,1922,0,0,AKR,COL,1585.57,1404.68,0.8046,36,0,1
10/01/1922,1922,0,0,RAC,CHI,1493,1589.95,0.4541,0,6,0
10/01/1922,1922,0,0,TOL,ECG,1504.94,1422.19,0.7007,15,0,1
10/01/1922,1922,0,0,RII,GB,1538.64,1456.8,0.6996,19,14,1
10/01/1922,1922,0,0,CBD,LOU,1570.87,1402.16,0.7934,38,0,1
10/01/1922,1922,0,0,ARI,MIL,1491.85,1300,0.8144,3,0,1
10/01/1922,1922,0,0,DAY,OOR,1509.49,1300,0.8292,36,0,1
10/01/1922,1922,0,0,BFF,HAM,1594.23,1430.69,0.7884,7,0,1
10/08/1922,1922,0,0,TOL,MIL,1520.49,1295.39,0.8416,12,12,0.5
10/08/1922,1922,0,0,OOR,COL,1289.03,1391.99,0.4456,20,6,1
10/08/1922,1922,0,0,RII,CHI,1548.73,1607.37,0.5092,6,10,0
10/08/1922,1922,0,0,GB,RAC,1446.71,1475.58,0.5518,6,10,0
10/08/1922,1922,0,0,DAY,CBD,1520.45,1584.55,0.5013,0,0,0.5
10/12/1922,1922,0,0,AKR,RCH,1598.26,1488.89,0.7318,13,13,0.5
10/15/1922,1922,0,0,ARI,GB,1496.46,1428.65,0.6823,16,3,1
10/15/1922,1922,0,0,DAY,MNN,1520.41,1484.99,0.6406,17,0,1
10/15/1922,1922,0,0,CBD,OOR,1584.59,1319.59,0.8699,14,0,1
10/15/1922,1922,0,0,MIL,RAC,1305.81,1493.64,0.3302,20,0,1
10/15/1922,1922,0,0,CHI,RCH,1623.81,1495.96,0.7522,7,0,1
10/15/1922,1922,0,0,BFF,COL,1602.2,1361.43,0.8532,19,0,1
10/15/1922,1922,0,0,RII,ECG,1532.3,1406.63,0.7498,60,0,1
10/15/1922,1922,0,0,TOL,HAM,1510.07,1422.72,0.7062,14,0,1
10/22/1922,1922,0,0,MIL,GB,1349,1412.84,0.5017,0,0,0.5
10/22/1922,1922,0,0,DAY,HAM,1540.28,1407.84,0.757,20,0,1
10/22/1922,1922,0,0,ARI,MNN,1512.27,1465.12,0.656,3,0,1
10/22/1922,1922,0,0,RAC,TOL,1450.45,1524.96,0.4863,0,7,0
10/22/1922,1922,0,0,RII,RCH,1551.23,1486.48,0.6785,26,0,1
10/22/1922,1922,0,0,CHI,BFF,1633.29,1609.92,0.6245,7,0,1
10/22/1922,1922,0,0,AKR,CBD,1591.19,1590.72,0.5931,0,22,0
10/29/1922,1922,0,0,AKR,OOR,1552.86,1313.46,0.8522,62,0,1
10/29/1922,1922,0,0,TOL,LOU,1545.1,1388.47,0.7817,39,0,1
10/29/1922,1922,0,0,ARI,COL,1521.34,1353.71,0.7923,37,6,1
10/29/1922,1922,0,0,MIL,HAM,1348.95,1394.27,0.5283,0,0,0.5
10/29/1922,1922,0,0,RAC,RCH,1430.31,1466.47,0.5414,9,0,1
10/29/1922,1922,0,0,GB,RII,1412.89,1571.24,0.3688,0,0,0.5
10/29/1922,1922,0,0,DAY,BFF,1553.85,1594.9,0.5344,0,7,0
10/29/1922,1922,0,0,CHI,CBD,1648.3,1629.06,0.6189,6,7,0
11/05/1922,1922,0,0,CBD,TOL,1637.98,1559.72,0.6952,0,0,0.5
11/05/1922,1922,0,0,ARI,BFF,1534.36,1617.38,0.4741,9,7,1
11/05/1922,1922,0,0,GB,COL,1416.89,1340.69,0.6927,3,0,1
11/05/1922,1922,0,0,MNN,OOR,1456.05,1302.7,0.7785,13,6,1
11/05/1922,1922,0,0,CHI,DAY,1639.38,1531.38,0.7302,9,0,1
11/05/1922,1922,0,0,RAC,LOU,1451.15,1373.84,0.6941,57,0,1
11/05/1922,1922,0,0,AKR,HAM,1563.62,1395.13,0.7932,22,0,1
11/11/1922,1922,0,0,RAC,COL,1474.49,1332.69,0.7668,34,0,1
11/12/1922,1922,0,0,GB,MNN,1424.89,1464.43,0.5366,14,6,1
11/12/1922,1922,0,0,CBD,BFF,1632.03,1605.72,0.6284,3,0,1
11/12/1922,1922,0,0,CHI,OOR,1650.9,1294.32,0.9188,33,6,1
11/12/1922,1922,0,0,LOU,ECG,1350.51,1387.7,0.5399,13,6,1
11/12/1922,1922,0,0,RII,DAY,1567.24,1519.87,0.6563,43,0,1
11/12/1922,1922,0,0,ARI,AKR,1546.01,1575.34,0.5512,7,0,1
11/19/1922,1922,0,0,MIL,OOR,1348.09,1289.78,0.6704,13,0,1
11/19/1922,1922,0,0,CHI,RII,1655.44,1591.99,0.6769,3,0,1
11/19/1922,1922,0,0,RAC,GB,1489.64,1445.03,0.6527,3,3,0.5
11/19/1922,1922,0,0,ARI,CBD,1564.38,1641.92,0.482,0,7,0
11/19/1922,1922,0,0,BFF,AKR,1595.83,1556.97,0.6452,3,3,0.5
11/26/1922,1922,0,0,CHI,AKR,1663.9,1561.4,0.724,20,10,1
11/26/1922,1922,0,0,TOL,COL,1565.68,1317.53,0.8585,7,6,1
11/26/1922,1922,0,0,CBD,ARI,1661.85,1544.45,0.7408,20,3,1
11/26/1922,1922,0,0,RAC,HAM,1484.99,1383.4,0.7229,6,0,1
11/26/1922,1922,0,0,GB,MIL,1449.68,1364.56,0.7035,13,0,1
11/26/1922,1922,0,0,BFF,OOR,1591.41,1273.31,0.9007,7,19,0
11/30/1922,1922,0,0,RAC,MIL,1495.01,1349.91,0.7702,3,0,1
11/30/1922,1922,0,0,COL,OOR,1315.81,1329.26,0.5737,6,18,0
11/30/1922,1922,0,0,ARI,CHI,1530.61,1676.2,0.3861,6,0,1
11/30/1922,1922,0,0,RCH,BFF,1445.63,1535.46,0.4643,0,21,0
11/30/1922,1922,0,0,CBD,AKR,1675.69,1549.1,0.7508,14,0,1
12/03/1922,1922,0,0,BFF,AKR,1563.84,1536.68,0.6296,16,0,1
12/03/1922,1922,0,0,CHI,TOL,1651.4,1567.4,0.7022,22,0,1
12/03/1922,1922,0,0,CBD,MIL,1688.1,1344.1,0.9133,40,6,1
12/03/1922,1922,0,0,RAC,GB,1500.83,1464.33,0.642,0,14,0
12/03/1922,1922,0,0,ARI,DAY,1555.41,1495.12,0.6729,3,7,0
12/10/1922,1922,0,0,TOL,CBD,1549.91,1693.3,0.3891,0,19,0
12/10/1922,1922,0,0,ARI,CHI,1532.45,1668.89,0.3986,9,0,1
09/30/1923,1923,0,0,DUL,AKR,1300,1512.69,0.2994,10,7,1
09/30/1923,1923,0,0,MIL,OOR,1394.27,1407.93,0.5733,13,2,1
09/30/1923,1923,0,0,RII,CHI,1557.35,1595.18,0.539,3,0,1
09/30/1923,1923,0,0,DAY,COL,1513.72,1358.79,0.7801,7,6,1
09/30/1923,1923,0,0,CBD,HAM,1645.54,1417.25,0.844,17,0,1
09/30/1923,1923,0,0,GB,MNN,1502.19,1464.53,0.6436,12,0,1
09/30/1923,1923,0,0,RAC,TOL,1477.91,1519.93,0.533,7,7,0.5
09/30/1923,1923,0,0,ARI,BFF,1542.38,1557.66,0.5711,3,0,1
10/07/1923,1923,0,0,CBD,LOU,1653.5,1414.6,0.8519,37,0,1
10/07/1923,1923,0,0,GB,SLA,1519.66,1300,0.8373,0,0,0.5
10/07/1923,1923,0,0,ARI,RCH,1554.01,1446.49,0.7297,60,0,1
10/07/1923,1923,0,0,MNN,DUL,1447.06,1320.82,0.7504,0,10,0
10/07/1923,1923,0,0,HAM,DAY,1409.29,1516.5,0.4396,7,0,1
10/07/1923,1923,0,0,MIL,COL,1414.99,1356.02,0.6712,0,0,0.5
10/07/1923,1923,0,0,RII,CIB,1569.97,1300,0.8731,0,0,0.5
10/07/1923,1923,0,0,RAC,CHI,1476.91,1582.55,0.4418,0,3,0
10/07/1923,1923,0,0,BFF,AKR,1546.03,1491.87,0.6651,9,0,1
10/07/1923,1923,0,0,TOL,OOR,1520.94,1387.21,0.7584,7,0,1
10/14/1923,1923,0,0,MIL,RAC,1409.77,1464.88,0.5142,7,7,0.5
10/14/1923,1923,0,0,SLA,HAM,1310.29,1433.06,0.4176,0,0,0.5
10/14/1923,1923,0,0,CBD,DAY,1662.97,1492.73,0.7948,30,0,1
10/14/1923,1923,0,0,GB,CHI,1509.37,1594.58,0.471,0,3,0
10/14/1923,1923,0,0,COL,BFF,1361.24,1560.66,0.3157,0,3,0
10/14/1923,1923,0,0,ARI,AKR,1574.62,1477.24,0.718,19,0,1
10/14/1923,1923,0,0,MNN,OOR,1407.65,1377.99,0.6329,23,0,1
10/14/1923,1923,0,0,RII,RCH,1558.59,1425.89,0.7573,56,0,1
10/21/1923,1923,0,0,BFF,OOR,1568.91,1355.62,0.8323,57,0,1
10/21/1923,1923,0,0,ARI,MNN,1590.35,1430.02,0.7854,9,0,1
10/21/1923,1923,0,0,GB,MIL,1496.43,1409.33,0.7059,12,0,1
10/21/1923,1923,0,0,COL,LOU,1352.99,1405.13,0.5185,34,0,1
10/21/1923,1923,0,0,TOL,DAY,1530.15,1480,0.6599,6,3,1
10/21/1923,1923,0,0,CHI,CBD,1607.52,1675.7,0.4954,0,6,0
10/21/1923,1923,0,0,RAC,AKR,1465.31,1461.5,0.5978,9,7,1
10/21/1923,1923,0,0,DUL,HAM,1360.24,1430.55,0.4924,3,0,1
10/21/1923,1923,0,0,CIB,SLA,1311.38,1312.8,0.5905,6,0,1
10/28/1923,1923,0,0,CHI,BFF,1588.26,1581,0.6025,18,3,1
10/28/1923,1923,0,0,TOL,COL,1539.11,1387.03,0.7772,0,3,0
10/28/1923,1923,0,0,MIL,SLA,1395.22,1297.31,0.7187,6,0,1
10/28/1923,1923,0,0,GB,RAC,1510.54,1473.89,0.6423,3,24,0
10/28/1923,1923,0,0,CIB,OOR,1326.87,1343.53,0.5691,27,0,1
10/28/1923,1923,0,0,DUL,MNN,1374.35,1421.05,0.5263,9,0,1
10/28/1923,1923,0,0,ARI,DAY,1599.32,1471.04,0.7526,13,3,1
10/28/1923,1923,0,0,CBD,AKR,1694.95,1452.93,0.8541,7,3,1
11/04/1923,1923,0,0,CHI,OOR,1609.6,1315.44,0.8877,26,0,1
11/04/1923,1923,0,0,RII,MIL,1576.6,1405.41,0.7957,3,14,0
11/04/1923,1923,0,0,SLA,GB,1287.12,1468.92,0.338,0,3,0
11/04/1923,1923,0,0,ARI,CBD,1610.22,1699.07,0.4657,3,7,0
11/04/1923,1923,0,0,CIB,BFF,1354.97,1559.66,0.3091,0,0,0.5
11/04/1923,1923,0,0,MNN,RAC,1399.42,1515.51,0.427,13,6,1
11/11/1923,1923,0,0,MNN,RII,1423.81,1532.3,0.4377,6,6,0.5
11/11/1923,1923,0,0,SLA,OOR,1278.22,1309.07,0.549,14,7,1
11/11/1923,1923,0,0,CHI,AKR,1615.97,1448.81,0.7919,20,6,1
11/11/1923,1923,0,0,CIB,DAY,1360.79,1460.13,0.4507,0,0,0.5
11/11/1923,1923,0,0,MIL,DUL,1449.72,1395.98,0.6645,6,3,1
11/11/1923,1923,0,0,RAC,GB,1491.12,1477.81,0.6108,0,16,0
11/11/1923,1923,0,0,COL,TOL,1410.94,1515.21,0.4437,16,0,1
11/11/1923,1923,0,0,ARI,HAM,1595.39,1416.44,0.8029,6,0,1
11/11/1923,1923,0,0,BFF,CBD,1553.84,1713.9,0.3665,3,3,0.5
11/18/1923,1923,0,0,ARI,DUL,1602.3,1387.16,0.8338,10,0,1
11/18/1923,1923,0,0,BFF,DAY,1557.91,1458.63,0.7202,3,0,1
11/18/1923,1923,0,0,CBD,OOR,1709.83,1290.6,0.942,41,0,1
11/18/1923,1923,0,0,CIB,COL,1362.29,1443.03,0.4774,9,3,1
11/18/1923,1923,0,0,CHI,RII,1626.16,1530.4,0.7161,7,3,1
11/18/1923,1923,0,0,MIL,GB,1458.54,1513.7,0.5142,7,10,0
11/24/1923,1923,0,0,RCH,TOL,1407.88,1483.11,0.4853,6,12,0
11/24/1923,1923,0,0,SLA,MIL,1296.69,1444.22,0.3834,0,17,0
11/25/1923,1923,0,0,CHI,HAM,1634.68,1409.53,0.8416,14,7,1
11/25/1923,1923,0,0,GB,DUL,1528.02,1380.08,0.7731,10,0,1
11/25/1923,1923,0,0,RII,MNN,1521.89,1425.71,0.7166,6,6,0.5
11/25/1923,1923,0,0,COL,OOR,1422.54,1287.05,0.7603,27,3,1
11/25/1923,1923,0,0,ARI,RAC,1609.37,1455.23,0.7793,4,10,0
11/25/1923,1923,0,0,BFF,TOL,1565.13,1501.91,0.6766,3,3,0.5
11/25/1923,1923,0,0,CIB,CBD,1382.78,1713.38,0.1781,10,46,0
11/29/1923,1923,0,0,CBD,TOL,1724.86,1507.3,0.8357,28,0,1
11/29/1923,1923,0,0,AKR,BFF,1438.62,1559.74,0.4199,2,0,1
11/29/1923,1923,0,0,CHI,ARI,1640.5,1575.69,0.6786,3,0,1
11/29/1923,1923,0,0,GB,HAM,1537.94,1403.71,0.7589,19,0,1
11/29/1923,1923,0,0,RAC,MIL,1488.91,1465.58,0.6244,0,16,0
12/01/1923,1923,0,0,RCH,BFF,1389.08,1546.66,0.3698,0,13,0
12/02/1923,1923,0,0,CHI,MIL,1648.91,1502.45,0.7716,0,0,0.5
12/02/1923,1923,0,0,COL,DAY,1436.69,1451.41,0.5718,30,3,1
12/02/1923,1923,0,0,ARI,OOR,1567.27,1272.9,0.8878,22,19,1
12/02/1923,1923,0,0,RAC,MNN,1452.05,1432.32,0.6196,23,0,1
12/02/1923,1923,0,0,CBD,BFF,1734.67,1565.39,0.7939,14,0,1
12/09/1923,1923,0,0,ARI,MIL,1569.95,1510.73,0.6715,12,14,0
12/09/1923,1923,0,0,LOU,OOR,1371.09,1270.23,0.7221,0,19,0
12/09/1923,1923,0,0,CHI,RII,1640.63,1515.28,0.7495,29,7,1
12/09/1923,1923,0,0,COL,CBD,1464.58,1744.76,0.2247,0,10,0
09/27/1924,1924,0,0,FYJ,RCH,1413.89,1415.23,0.5906,21,0,1
09/28/1924,1924,0,0,RII,CHI,1502.21,1605.06,0.4457,0,0,0.5
09/28/1924,1924,0,0,DUL,GB,1415.11,1535.79,0.4205,6,3,1
09/28/1924,1924,0,0,RAC,HAM,1485.22,1428.65,0.6682,10,0,1
09/28/1924,1924,0,0,ARI,MIL,1537.87,1519.25,0.6181,17,7,1
10/04/1924,1924,0,0,FYJ,KEN,1438.49,1300,0.7634,31,6,1
10/05/1924,1924,0,0,MNN,DUL,1441.02,1431.59,0.6055,0,3,0
10/05/1924,1924,0,0,CIB,CHI,1415.87,1603.41,0.3306,16,14,1
10/05/1924,1924,0,0,RCH,AKR,1390.64,1469.47,0.4801,0,3,0
